id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
uw0pY5jAySesM7DHuruQpQ,makansutra-gluttons-bay-singapore,Makansutra Gluttons Bay,https://s3-media3.fl.yelpcdn.com/bphoto/XJq8xqrqBhTopgTnoQ2zRg/o.jpg,False,https://www.yelp.com/biz/makansutra-gluttons-bay-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,56,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",3.5,"{'latitude': 1.289523, 'longitude': 103.856927}",[],$$,"{'address1': '8 Raffles Ave', 'address2': '#01-15', 'address3': None, 'city': 'Singapore', 'zip_code': '039802', 'country': 'SG', 'state': 'SG', 'display_address': ['8 Raffles Ave', '#01-15', 'Singapore 039802', 'Singapore']}",+6563367025,+65 6336 7025,2875.3393999046307
ghHAvMCdfiWiwE-4E5YVZw,geylang-serai-market-and-food-centre-singapore,Geylang Serai Market & Food Centre,https://s3-media1.fl.yelpcdn.com/bphoto/SUjMsMmA4i-2RGlx3lO7yQ/o.jpg,False,https://www.yelp.com/biz/geylang-serai-market-and-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,11,"[{'alias': 'publicmarkets', 'title': 'Public Markets'}, {'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.5,"{'latitude': 1.31674, 'longitude': 103.898262}",[],$$$,"{'address1': '1 Geylang Serai', 'address2': None, 'address3': None, 'city': 'Singapore', 'zip_code': '402001', 'country': 'SG', 'state': 'SG', 'display_address': ['1 Geylang Serai', 'Singapore 402001', 'Singapore']}",,,5479.226499523201
KCu1gEdMyldnmk3RXwf4gw,albert-centre-singapore-3,Albert Centre,https://s3-media2.fl.yelpcdn.com/bphoto/hZMFUgj9Dm_Nmpoq8C169g/o.jpg,False,https://www.yelp.com/biz/albert-centre-singapore-3?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,19,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.3011, 'longitude': 103.8541031}",[],$,"{'address1': '270 Queen St', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '180270', 'country': 'SG', 'state': 'SG', 'display_address': ['270 Queen St', 'Singapore 180270', 'Singapore']}",,,1568.3776861479444
gIkZxJXLyNEmFMnTgoG-uQ,hong-lim-market-and-food-centre-singapore,Hong Lim Market & Food Centre,https://s3-media3.fl.yelpcdn.com/bphoto/zVygqin9vy17zVZdRMgY8A/o.jpg,False,https://www.yelp.com/biz/hong-lim-market-and-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,15,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.28533277042537, 'longitude': 103.8458488}",[],$,"{'address1': 'Blk 531A, Upper Cross St', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '051531', 'country': 'SG', 'state': 'SG', 'display_address': ['Blk 531A, Upper Cross St', 'Singapore 051531', 'Singapore']}",,,3219.777793420809
NaK0f5RosaQn84R2YSi5qQ,golden-mile-market-and-food-centre-singapore,Golden Mile Market & Food Centre,https://s3-media4.fl.yelpcdn.com/bphoto/3FYNK5zQWViHIAH-lAzPxg/o.jpg,False,https://www.yelp.com/biz/golden-mile-market-and-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,13,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.30324337063871, 'longitude': 103.8638737}",[],$,"{'address1': '505 Beach Road', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '199583', 'country': 'SG', 'state': 'SG', 'display_address': ['505 Beach Road', 'Singapore 199583', 'Singapore']}",+6562255632,+65 6225 5632,2052.896985581743
_UYDcrJNhk4jdGKfKKULIg,famous-sungei-road-trishaw-laksa-singapore-2,Famous Sungei Road Trishaw Laksa,https://s3-media2.fl.yelpcdn.com/bphoto/OtsO2kuP2Xsw9fNmxpK1VA/o.jpg,False,https://www.yelp.com/biz/famous-sungei-road-trishaw-laksa-singapore-2?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,8,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 1.285304, 'longitude': 103.84574}",[],$,"{'address1': '531A Upper Cross St', 'address2': '#02-66', 'address3': 'Hong Lim Market & Food Centre', 'city': 'Singapore', 'zip_code': '051531', 'country': 'SG', 'state': 'SG', 'display_address': ['531A Upper Cross St', '#02-66', 'Hong Lim Market & Food Centre', 'Singapore 051531', 'Singapore']}",,,3224.2760309933806
tQaVatLt0WS9jBUDVDY2tA,tanjong-pagar-plaza-market-and-food-centre-singapore,Tanjong Pagar Plaza Market & Food Centre,https://s3-media4.fl.yelpcdn.com/bphoto/IOMrlYA_97yqeh_K72HhWw/o.jpg,False,https://www.yelp.com/biz/tanjong-pagar-plaza-market-and-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,9,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.27662, 'longitude': 103.84314}",[],$,"{'address1': '6 Tanjong Pagar Plaza', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '081006', 'country': 'SG', 'state': 'SG', 'display_address': ['6 Tanjong Pagar Plaza', 'Singapore 081006', 'Singapore']}",,,4210.928773979346
H4zyYcdM2whAPfc5P2LetQ,peoples-park-food-centre-singapore,People's Park Food Centre,https://s3-media4.fl.yelpcdn.com/bphoto/M-XaZ-EENdQoxv5TKNrK_Q/o.jpg,False,https://www.yelp.com/biz/peoples-park-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,10,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.2850751, 'longitude': 103.8425488}",[],$,"{'address1': '32 New Market Rd', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '050032', 'country': 'SG', 'state': 'SG', 'display_address': ['32 New Market Rd', 'Singapore 050032', 'Singapore']}",+6564541911,+65 6454 1911,3307.4180788650688
DSj2rEXPwdZCuR-v-RlLpA,zion-riverside-food-centre-singapore-2,Zion Riverside Food Centre,https://s3-media2.fl.yelpcdn.com/bphoto/OxOQSxYwAOqnKJuusVeDQA/o.jpg,False,https://www.yelp.com/biz/zion-riverside-food-centre-singapore-2?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,11,"[{'alias': 'localflavor', 'title': 'Local Flavor'}, {'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.29242820894372, 'longitude': 103.831278864582}",[],$,"{'address1': '70 Zion Road', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '247792', 'country': 'SG', 'state': 'SG', 'display_address': ['70 Zion Road', 'Singapore 247792', 'Singapore']}",,,3111.1685923359605
KMHcLOSs1m89aX0sLH6W4Q,serangoon-garden-market-and-food-centre-singapore,Serangoon Garden Market & Food Centre,https://s3-media3.fl.yelpcdn.com/bphoto/TnkIsBB1WaPyWG6arvFdFQ/o.jpg,False,https://www.yelp.com/biz/serangoon-garden-market-and-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,9,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.36312, 'longitude': 103.8666}",[],$,"{'address1': '49A Serangoon Garden Way', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '555945', 'country': 'SG', 'state': 'SG', 'display_address': ['49A Serangoon Garden Way', 'Singapore 555945', 'Singapore']}",,,5826.880372277124
6eGC_lvWZlESb02Odn9HHA,tanglin-halt-market-and-food-centre-singapore,Tanglin Halt Market and Food Centre,https://s3-media1.fl.yelpcdn.com/bphoto/ERq6RNauuo8l063QRNKX7g/o.jpg,False,https://www.yelp.com/biz/tanglin-halt-market-and-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,6,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.5,"{'latitude': 1.30036, 'longitude': 103.7979}",[],$,"{'address1': '48A Tanglin Halt Road', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '148813', 'country': 'SG', 'state': 'SG', 'display_address': ['48A Tanglin Halt Road', 'Singapore 148813', 'Singapore']}",,,5841.07649762816
IH2oE4mx3WgCoaGp5--Ypw,alexandra-village-hawker-centre-singapore,Alexandra Village Hawker Centre,https://s3-media3.fl.yelpcdn.com/bphoto/MDID8p_QXf19MthauxTBJQ/o.jpg,False,https://www.yelp.com/biz/alexandra-village-hawker-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,8,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.28638, 'longitude': 103.80461}",[],$,"{'address1': '120 Bukit Merah Lane 1', 'address2': '#01-75', 'address3': 'Queenstown Estate', 'city': 'Singapore', 'zip_code': '150120', 'country': 'SG', 'state': 'SG', 'display_address': ['120 Bukit Merah Lane 1', '#01-75', 'Queenstown Estate', 'Singapore 150120', 'Singapore']}",,,5818.028633245222
LRYZVksQqBWJUj8A6y_i2A,adam-road-food-centre-singapore,Adam Road Food Centre,https://s3-media1.fl.yelpcdn.com/bphoto/SK-VVxhoqj7TqoJkLX090A/o.jpg,False,https://www.yelp.com/biz/adam-road-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,10,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",3.5,"{'latitude': 1.32413, 'longitude': 103.81419}",[],$,"{'address1': '2 Adam Rd', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '289876', 'country': 'SG', 'state': 'SG', 'display_address': ['2 Adam Rd', 'Singapore 289876', 'Singapore']}",,,4022.5826656812646
x8fjpI3bHhHpwE6iwJSV5Q,blk-85-fengshan-market-and-food-centre-singapore,Blk 85 Fengshan Market & Food Centre,https://s3-media3.fl.yelpcdn.com/bphoto/2KV8mhm8UvmKSrxBjQVgUg/o.jpg,False,https://www.yelp.com/biz/blk-85-fengshan-market-and-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,4,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.5,"{'latitude': 1.3320009365660699, 'longitude': 103.93874}",[],$,"{'address1': 'Blk 85 Bedok North St 4', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '460085', 'country': 'SG', 'state': 'SG', 'display_address': ['Blk 85 Bedok North St 4', 'Singapore 460085', 'Singapore']}",,,10177.218832137143
TJgofgRUrJdv0jAGFriGWA,91-fried-kway-teow-mee-stall-singapore,91 Fried Kway Teow Mee Stall,https://s3-media2.fl.yelpcdn.com/bphoto/7se-S7T54JPeYQaXdwlxqA/o.jpg,False,https://www.yelp.com/biz/91-fried-kway-teow-mee-stall-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,4,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.5,"{'latitude': 1.3032399, 'longitude': 103.8638382}",[],$,"{'address1': '505 Beach Road', 'address2': '#01-191, Golden Mile Food Centre', 'address3': '', 'city': 'Singapore', 'zip_code': '199583', 'country': 'SG', 'state': 'SG', 'display_address': ['505 Beach Road', '#01-191, Golden Mile Food Centre', 'Singapore 199583', 'Singapore']}",+6598300965,+65 9830 0965,2067.744720310613
oU_fOlVsws_mXngVs6EisQ,toa-payoh-lor-1-market-and-food-centre-singapore,Toa Payoh Lor 1 Market & Food Centre,https://s3-media2.fl.yelpcdn.com/bphoto/g7RMVngg5GmSmgnEmp0DYQ/o.jpg,False,https://www.yelp.com/biz/toa-payoh-lor-1-market-and-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,3,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.5,"{'latitude': 1.34205, 'longitude': 103.8516006}",[],$,"{'address1': '127 Toa Payoh Lor 1', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '310127', 'country': 'SG', 'state': 'SG', 'display_address': ['127 Toa Payoh Lor 1', 'Singapore 310127', 'Singapore']}",,,2705.594389175054
k64owRciJIw71LW9Fx3FUw,singapore-food-treats-singapore,Singapore Food Treats,https://s3-media2.fl.yelpcdn.com/bphoto/eHDkxMlCPpayrrkygQwz8Q/o.jpg,False,https://www.yelp.com/biz/singapore-food-treats-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,11,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}, {'alias': 'food_court', 'title': 'Food Court'}]",2.5,"{'latitude': 1.28956, 'longitude': 103.8629799}",[],$,"{'address1': '30 Raffles Ave', 'address2': '#01-09/12 Singapore Flyer, Giant Observation Wheel', 'address3': None, 'city': 'Singapore', 'zip_code': '039803', 'country': 'SG', 'state': 'SG', 'display_address': ['30 Raffles Ave', '#01-09/12 Singapore Flyer, Giant Observation Wheel', 'Singapore 039803', 'Singapore']}",,,3162.7287377301404
RM_vsoTDvsXOE_CQHZWmGg,dunman-road-food-centre-singapore,Dunman Road Food Centre,https://s3-media4.fl.yelpcdn.com/bphoto/MrkoxYJ8XClJxdKd6qxKAQ/o.jpg,False,https://www.yelp.com/biz/dunman-road-food-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,4,"[{'alias': 'food_court', 'title': 'Food Court'}, {'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.3094963530644, 'longitude': 103.901803594701}",[],,"{'address1': '271 Onan Rd', 'address2': None, 'address3': None, 'city': 'Singapore', 'zip_code': '424768', 'country': 'SG', 'state': 'SG', 'display_address': ['271 Onan Rd', 'Singapore 424768', 'Singapore']}",+6567366622,+65 6736 6622,5897.616924905573
p2zjpcNhmwfkbqMpgHisdQ,bedok-interchange-hawker-centre-singapore,Bedok Interchange Hawker Centre,https://s3-media3.fl.yelpcdn.com/bphoto/I9wHAlqF1t66YygI4VskCQ/o.jpg,False,https://www.yelp.com/biz/bedok-interchange-hawker-centre-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,3,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.5,"{'latitude': 1.32518, 'longitude': 103.93036}",[],$,"{'address1': '207 New Upper Changi Rd', 'address2': '', 'address3': '', 'city': 'Singapore', 'zip_code': '460209', 'country': 'SG', 'state': 'SG', 'display_address': ['207 New Upper Changi Rd', 'Singapore 460209', 'Singapore']}",,,9138.243557134994
OtN2f4EphAAkj3DadZlYzQ,katong-gourmet-centre-singapore-2,Katong Gourmet Centre,https://s3-media2.fl.yelpcdn.com/bphoto/mVnNjutDJ69kn3V_BAS7wQ/o.jpg,False,https://www.yelp.com/biz/katong-gourmet-centre-singapore-2?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'hawkercentre', 'title': 'Hawker Centre'}]",4.0,"{'latitude': 1.3039401, 'longitude': 103.9011307}",[],$,"{'address1': '865 Mountbatten Road', 'address2': '#B1-85/87 Katong Shopping Centre', 'address3': '', 'city': 'Singapore', 'zip_code': '437844', 'country': 'SG', 'state': 'SG', 'display_address': ['865 Mountbatten Road', '#B1-85/87 Katong Shopping Centre', 'Singapore 437844', 'Singapore']}",+6564402981,+65 6440 2981,5892.865905737408
VKXzoC4tGaU_BtKFtJPo7Q,jiu-jiang-shao-la-singapore,Jiu Jiang Shao La,https://s3-media2.fl.yelpcdn.com/bphoto/QdKBYUHhuD7LH_o1vdjuaw/o.jpg,False,https://www.yelp.com/biz/jiu-jiang-shao-la-singapore?adjust_creative=c4GcTek151L4GUCF32G4Xg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=c4GcTek151L4GUCF32G4Xg,2,"[{'alias': 'hawkercentre', 'title': 'Hawker Centre'}, {'alias': 'chinese', 'title': 'Chinese'}]",5.0,"{'latitude': 1.31089846354352, 'longitude': 103.788523097479}",[],$,"{'address1': '20 Ghim Moh Road, #01-45', 'address2': 'Ghim Moh Food Centre', 'address3': '', 'city': 'Singapore', 'zip_code': '270020', 'country': 'SG', 'state': 'SG', 'display_address': ['20 Ghim Moh Road, #01-45', 'Ghim Moh Food Centre', 'Singapore 270020', 'Singapore']}",,,6727.312378494666
